"","Groups","Time","Retweet","Faves","ReplyToStatusID","TweetID","word","sentiment","method"
"421",88,2015-10-20 10:50:45,0,1,"656213411403988992","656422295423053824","found","positive","NRC"
"422",88,2015-10-20 10:50:45,0,1,"656213411403988992","656422295423053824","found","trust","NRC"
"423",90,2015-10-20 10:04:47,0,0,"656409647889424384","656410727201308672","cosy","positive","NRC"
"424",91,2015-10-20 09:59:20,0,1,"656396007454982144","656409357018669056","fun","anticipation","NRC"
"425",91,2015-10-20 09:59:20,0,1,"656396007454982144","656409357018669056","fun","joy","NRC"
"426",91,2015-10-20 09:59:20,0,1,"656396007454982144","656409357018669056","fun","positive","NRC"
"427",91,2015-10-20 09:59:20,0,1,"656396007454982144","656409357018669056","magical","anticipation","NRC"
"428",91,2015-10-20 09:59:20,0,1,"656396007454982144","656409357018669056","magical","joy","NRC"
"429",91,2015-10-20 09:59:20,0,1,"656396007454982144","656409357018669056","magical","positive","NRC"
"430",91,2015-10-20 09:59:20,0,1,"656396007454982144","656409357018669056","magical","surprise","NRC"
"431",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","excited","anticipation","NRC"
"432",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","excited","joy","NRC"
"433",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","excited","positive","NRC"
"434",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","excited","surprise","NRC"
"435",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","excited","trust","NRC"
"436",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","wait","anticipation","NRC"
"437",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","wait","negative","NRC"
"438",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","enjoy","anticipation","NRC"
"439",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","enjoy","joy","NRC"
"440",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","enjoy","positive","NRC"
"441",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","enjoy","trust","NRC"
"442",95,2015-10-20 09:04:07,0,1,"656280422683316224","656395461046181888","happy","anticipation","NRC"
"443",95,2015-10-20 09:04:07,0,1,"656280422683316224","656395461046181888","happy","joy","NRC"
"444",95,2015-10-20 09:04:07,0,1,"656280422683316224","656395461046181888","happy","positive","NRC"
"445",95,2015-10-20 09:04:07,0,1,"656280422683316224","656395461046181888","happy","trust","NRC"
"446",95,2015-10-20 09:04:07,0,1,"656280422683316224","656395461046181888","community","positive","NRC"
"447",98,2015-10-20 08:56:34,0,0,"656253415450918912","656393561466871809","good","anticipation","NRC"
"448",98,2015-10-20 08:56:34,0,0,"656253415450918912","656393561466871809","good","joy","NRC"
"449",98,2015-10-20 08:56:34,0,0,"656253415450918912","656393561466871809","good","positive","NRC"
"450",98,2015-10-20 08:56:34,0,0,"656253415450918912","656393561466871809","good","surprise","NRC"
"451",98,2015-10-20 08:56:34,0,0,"656253415450918912","656393561466871809","good","trust","NRC"
"452",98,2015-10-20 08:56:34,0,0,"656253415450918912","656393561466871809","luck","anticipation","NRC"
"453",98,2015-10-20 08:56:34,0,0,"656253415450918912","656393561466871809","luck","joy","NRC"
"454",98,2015-10-20 08:56:34,0,0,"656253415450918912","656393561466871809","luck","positive","NRC"
"455",98,2015-10-20 08:56:34,0,0,"656253415450918912","656393561466871809","luck","surprise","NRC"
"456",99,2015-10-20 08:43:51,0,0,"656262591250079744","656390359593930752","music","joy","NRC"
"457",99,2015-10-20 08:43:51,0,0,"656262591250079744","656390359593930752","music","positive","NRC"
"458",99,2015-10-20 08:43:51,0,0,"656262591250079744","656390359593930752","music","sadness","NRC"
"459",99,2015-10-20 08:43:51,0,0,"656262591250079744","656390359593930752","community","positive","NRC"
"460",99,2015-10-20 08:43:51,0,0,"656262591250079744","656390359593930752","enjoy","anticipation","NRC"
"461",99,2015-10-20 08:43:51,0,0,"656262591250079744","656390359593930752","enjoy","joy","NRC"
"462",99,2015-10-20 08:43:51,0,0,"656262591250079744","656390359593930752","enjoy","positive","NRC"
"463",99,2015-10-20 08:43:51,0,0,"656262591250079744","656390359593930752","enjoy","trust","NRC"
"464",99,2015-10-20 08:43:51,0,0,"656262591250079744","656390359593930752","breakfast","positive","NRC"
"465",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","problem","fear","NRC"
"466",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","problem","negative","NRC"
"467",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","problem","sadness","NRC"
"468",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","pretty","anticipation","NRC"
"469",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","pretty","joy","NRC"
"470",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","pretty","positive","NRC"
"471",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","pretty","trust","NRC"
"472",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","heavenly","anticipation","NRC"
"473",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","heavenly","joy","NRC"
"474",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","heavenly","positive","NRC"
"475",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","heavenly","trust","NRC"
"476",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","enjoy","anticipation","NRC"
"477",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","enjoy","joy","NRC"
"478",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","enjoy","positive","NRC"
"479",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","enjoy","trust","NRC"
"480",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","important","positive","NRC"
"481",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","important","trust","NRC"
"482",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","time","anticipation","NRC"
"483",101,2015-10-20 08:36:28,0,0,"656337700555898880","656388501508870144","distracting","anger","NRC"
"484",101,2015-10-20 08:36:28,0,0,"656337700555898880","656388501508870144","distracting","anticipation","NRC"
"485",101,2015-10-20 08:36:28,0,0,"656337700555898880","656388501508870144","distracting","negative","NRC"
"486",1,2015-10-27 22:54:04,0,1,"658435785016877056","659141038242668545","great","positive","loughran"
"487",4,2015-10-27 20:43:02,0,2,"659089272956280832","659108062951772160","best","positive","loughran"
"488",8,2015-10-27 18:22:16,0,1,"659071899608195072","659072639730737152","could","uncertainty","loughran"
"489",10,2015-10-27 13:58:22,0,1,"659005321197785088","659006223409352704","enjoy","positive","loughran"
"490",11,2015-10-27 13:48:10,0,0,"659003100607463424","659003657338408961","pleased","positive","loughran"
"491",11,2015-10-27 13:48:10,0,0,"659003100607463424","659003657338408961","enjoyed","positive","loughran"
"492",11,2015-10-27 13:48:10,0,0,"659003100607463424","659003657338408961","whereabouts","litigious","loughran"
"493",16,2015-10-27 13:18:39,0,1,"658993965467893760","658996231381872641","best","positive","loughran"
"494",17,2015-10-27 12:38:17,0,0,"658970463171809280","658986071292846080","good","positive","loughran"
"495",18,2015-10-27 12:34:06,0,1,"658982882040500224","658985018841288704","great","positive","loughran"
"496",21,2015-10-27 09:51:24,0,1,"658937686124810240","658944072065941504","enjoy","positive","loughran"
"497",22,2015-10-27 09:47:00,0,1,"658940431170977792","658942968448073728","perfect","positive","loughran"
"498",22,2015-10-27 09:47:00,0,1,"658940431170977792","658942968448073728","worse","negative","loughran"
"499",22,2015-10-27 09:47:00,0,1,"658940431170977792","658942968448073728","enjoy","positive","loughran"
"500",23,2015-10-27 09:33:42,0,1,"658866473075511296","658939621389279232","perfect","positive","loughran"
"501",23,2015-10-27 09:33:42,0,1,"658866473075511296","658939621389279232","great","positive","loughran"
"502",26,2015-10-27 03:22:00,11,80,NA,"658846077349552128","enjoy","positive","loughran"
"503",30,2015-10-22 17:23:12,85,133,NA,"657245833847377921","poor","negative","loughran"
"504",33,2015-10-21 22:58:40,1,1,"656952726602035200","656967867573891073","innovation","positive","loughran"
"505",33,2015-10-21 22:58:40,1,1,"656952726602035200","656967867573891073","great","positive","loughran"
"506",39,2015-10-21 13:59:02,0,0,"656827927565352960","656832067179823105","alerting","negative","loughran"
"507",39,2015-10-21 13:59:02,0,0,"656827927565352960","656832067179823105","could","uncertainty","loughran"
"508",40,2015-10-21 12:52:01,0,2,"656813342695161859","656815202101514240","great","positive","loughran"
"509",41,2015-10-21 12:48:58,0,2,"656813856707190784","656814432270553088","enjoy","positive","loughran"
"510",42,2015-10-21 12:00:14,0,3,"656780520408244224","656802170466115585","enjoy","positive","loughran"
"511",43,2015-10-21 10:17:27,0,2,"656772581350076416","656776302909878272","pleased","positive","loughran"
"512",43,2015-10-21 10:17:27,0,2,"656772581350076416","656776302909878272","enjoyed","positive","loughran"
"513",45,2015-10-21 10:00:09,0,1,"656770110179246080","656771947653677056","whereabouts","litigious","loughran"
"514",46,2015-10-21 09:59:33,0,1,"656607266372718592","656771796264493057","great","positive","loughran"
"515",48,2015-10-21 09:57:53,0,1,"656624190724964352","656771380277583872","good","positive","loughran"
"516",49,2015-10-21 09:56:03,0,1,"656612909808664576","656770918857969664","good","positive","loughran"
"517",50,2015-10-21 09:52:38,0,1,"656630358327345153","656770055888326656","great","positive","loughran"
"518",51,2015-10-21 09:51:14,0,0,"656663949635485696","656769705437503488","good","positive","loughran"
"519",51,2015-10-21 09:51:14,0,0,"656663949635485696","656769705437503488","whereabouts","litigious","loughran"
"520",52,2015-10-21 09:50:41,0,0,"656666715242283009","656769566299856896","best","positive","loughran"
"521",56,2015-10-21 09:46:29,0,1,"656633406340644864","656768510522216448","great","positive","loughran"
"522",56,2015-10-21 09:46:29,0,1,"656633406340644864","656768510522216448","enjoy","positive","loughran"
"523",58,2015-10-21 09:43:52,1,0,"656640267018203137","656767850019987456","great","positive","loughran"
"524",59,2015-10-21 09:42:22,0,1,"656641478681300992","656767472536854528","great","positive","loughran"
"525",60,2015-10-21 09:40:58,0,0,"656692513281961985","656767119468707840","best","positive","loughran"
"526",61,2015-10-21 09:38:00,0,0,"656721521780502528","656766375613046784","great","positive","loughran"
"527",63,2015-10-21 09:34:09,1,2,"656745022415577089","656765406464614400","great","positive","loughran"
"528",64,2015-10-21 09:33:21,0,0,"656756674011754496","656765202466254848","better","positive","loughran"
"529",65,2015-10-21 08:51:56,1,1,"656709594736033792","656754779528560640","excited","positive","loughran"
"530",67,2015-10-20 23:36:52,0,0,"656608038741266436","656615094877560832","great","positive","loughran"
"531",70,2015-10-20 21:29:25,0,2,"656549819255619584","656583019675914240","great","positive","loughran"
"532",74,2015-10-20 15:39:53,0,1,"656494251866394626","656495057441288193","guilty","negative","loughran"
"533",75,2015-10-20 15:26:50,0,0,"656464401155936256","656491775423553536","great","positive","loughran"
"534",77,2015-10-20 15:11:17,0,1,"656485208057860096","656487858916732929","great","positive","loughran"
"535",80,2015-10-20 12:59:45,0,1,"656437219708768256","656454757343735808","great","positive","loughran"
"536",82,2015-10-20 12:57:43,0,0,"656449014020362240","656454248956350464","best","positive","loughran"
"537",82,2015-10-20 12:57:43,0,0,"656449014020362240","656454248956350464","brilliant","positive","loughran"
"538",83,2015-10-20 12:35:53,0,0,"656446466697863168","656448754376134656","whereabouts","litigious","loughran"
"539",84,2015-10-20 11:52:13,0,0,"656437248980815872","656437762040725505","pleased","positive","loughran"
"540",84,2015-10-20 11:52:13,0,0,"656437248980815872","656437762040725505","great","positive","loughran"
"541",85,2015-10-20 11:47:11,0,0,"656428265075298304","656436496849858560","best","positive","loughran"
"542",86,2015-10-20 11:40:33,0,0,"656432671246163968","656434827676250112","perfect","positive","loughran"
"543",86,2015-10-20 11:40:33,0,0,"656432671246163968","656434827676250112","happy","positive","loughran"
"544",87,2015-10-20 11:06:31,0,0,"656413788044947456","656426264329363456","great","positive","loughran"
"545",88,2015-10-20 10:50:45,0,1,"656213411403988992","656422295423053824","pleased","positive","loughran"
"546",92,2015-10-20 09:37:24,0,1,"656276335921405952","656403835410370560","great","positive","loughran"
"547",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","excited","positive","loughran"
"548",93,2015-10-20 09:23:53,0,1,"656375901429637120","656400436207882240","enjoy","positive","loughran"
"549",94,2015-10-20 09:22:26,0,0,"656399445223972864","656400070603120641","great","positive","loughran"
"550",95,2015-10-20 09:04:07,0,1,"656280422683316224","656395461046181888","happy","positive","loughran"
"551",95,2015-10-20 09:04:07,0,1,"656280422683316224","656395461046181888","great","positive","loughran"
"552",97,2015-10-20 08:59:17,0,0,"656340457190850560","656394243188092929","great","positive","loughran"
"553",97,2015-10-20 08:59:17,0,0,"656340457190850560","656394243188092929","whereabouts","litigious","loughran"
"554",98,2015-10-20 08:56:34,0,0,"656253415450918912","656393561466871809","good","positive","loughran"
"555",99,2015-10-20 08:43:51,0,0,"656262591250079744","656390359593930752","great","positive","loughran"
"556",99,2015-10-20 08:43:51,0,0,"656262591250079744","656390359593930752","enjoy","positive","loughran"
"557",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","problem","negative","loughran"
"558",100,2015-10-20 08:38:27,0,1,"656315103080394752","656388999058190336","enjoy","positive","loughran"
"559",101,2015-10-20 08:36:28,0,0,"656337700555898880","656388501508870144","distracting","negative","loughran"
